,Date,Temperature,Dew point,Winds,Visibility,Clouds,Altimeter,Relative humidity,Density altitude,Remarks,Flight conditions,Raw data,Heat index,Present weather,Wind gusts,Winds variable
388,2024-05-05 04:00:00,23.0°C (73.4°F),22.0°C (71.6°F),"1.9 kts (1 m/s, 2.2 mph) Vrb",5 mi. (8 km),"Ceiling: Broken clouds 3,000 ft. (914 m)",29.74 in.Hg (1007 mB),94 %,"1,497 ft. (456 m)",,Marginal Visual Meteorological Conditions,ZGSZ 042000Z VRB01MPS 8000 -SHRA BKN030 23/22 Q1007 BECMG AT2030 2000 TSRA,,Light rain showers,,Winds variable
389,2024-05-05 05:00:00,21.0°C (69.8°F),21.0°C (69.8°F),"5.8 kts (3 m/s, 6.7 mph) East (80°)",5 mi. (8 km),"Few clouds 1,300 ft. (396 m) Few clouds with cumulonimbus 2,000 ft. (610 m) Scattered clouds 5,000 ft. (1,524 m)",29.77 in.Hg (1008 mB),100 %,"1,214 ft. (370 m)",,Marginal Visual Meteorological Conditions,ZGSZ 042100Z 08003MPS 8000 -TSRA FEW013 FEW020CB SCT050 21/21 Q1008 RESHRA BECMG AT2130 NSW,,"Light thunderstorm with rain, recent rain showers",,
390,2024-05-05 06:00:00,22.0°C (71.6°F),21.0°C (69.8°F),"1.9 kts (1 m/s, 2.2 mph) East-Northeast (70°)",6.2 mi. (10 km),"Scattered clouds 3,000 ft. (914 m)",29.80 in.Hg (1009 mB),94 %,"1,295 ft. (395 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 042200Z 07001MPS 9999 SCT030 22/21 Q1009 NOSIG,,,,
391,2024-05-05 07:00:00,22.0°C (71.6°F),21.0°C (69.8°F),"3.9 kts (2 m/s, 4.5 mph) Vrb",6.2 mi. (10 km),"Ceiling: Broken clouds 3,000 ft. (914 m)",29.80 in.Hg (1009 mB),94 %,"1,295 ft. (395 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 042300Z 13002MPS 090V160 9999 BKN030 22/21 Q1009 NOSIG,,,,Winds variable from East (90°) to South-Southeast (160°)
392,2024-05-05 08:00:00,23.0°C (73.4°F),22.0°C (71.6°F),"3.9 kts (2 m/s, 4.5 mph) Vrb",6.2 mi. (10 km),"Ceiling: Broken clouds 3,000 ft. (914 m)",29.83 in.Hg (1010 mB),94 %,"1,396 ft. (425 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 050000Z 15002MPS 120V190 9999 BKN030 23/22 Q1010 NOSIG,,,,Winds variable from East-Southeast (120°) to South (190°)
393,2024-05-05 09:00:00,24.0°C (75.2°F),21.0°C (69.8°F),"1.9 kts (1 m/s, 2.2 mph) Vrb",6.2 mi. (10 km),"Few clouds 5,000 ft. (1,524 m)",29.85 in.Hg (1011 mB),83 %,"1,456 ft. (444 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 050100Z VRB01MPS 9999 FEW050 24/21 Q1011 NOSIG,,,,Winds variable
394,2024-05-05 10:00:00,25.0°C (77.0°F),22.0°C (71.6°F),"5.8 kts (3 m/s, 6.7 mph) Vrb",6.2 mi. (10 km),"Few clouds 1,900 ft. (579 m) Ceiling: Broken clouds 4,000 ft. (1,219 m)",29.85 in.Hg (1011 mB),83 %,"1,590 ft. (485 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 050200Z 34003MPS 300V030 9999 FEW019 BKN040 25/22 Q1011 NOSIG,,,,Winds variable from West-Northwest (300°) to North-Northeast (30°)
395,2024-05-05 11:00:00,25.0°C (77.0°F),22.0°C (71.6°F),"5.8 kts (3 m/s, 6.7 mph) Northwest (310°)",6.2 mi. (10 km),"Scattered clouds 4,000 ft. (1,219 m)",29.85 in.Hg (1011 mB),83 %,"1,590 ft. (485 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 050300Z 31003MPS 9999 SCT040 25/22 Q1011 NOSIG,,,,
396,2024-05-05 12:00:00,27.0°C (80.6°F),23.0°C (73.4°F),"3.9 kts (2 m/s, 4.5 mph) Vrb",6.2 mi. (10 km),"Scattered clouds 4,000 ft. (1,219 m)",29.85 in.Hg (1011 mB),79 %,"1,836 ft. (560 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 050400Z 35002MPS 300V030 9999 SCT040 27/23 Q1011 NOSIG,29.7°C (85.5°F),,,Winds variable from West-Northwest (300°) to North-Northeast (30°)
397,2024-05-05 13:00:00,26.0°C (78.8°F),23.0°C (73.4°F),"7.8 kts (4 m/s, 8.9 mph) West-Northwest (300°)",6.2 mi. (10 km),"Scattered clouds 4,000 ft. (1,219 m)",29.83 in.Hg (1010 mB),84 %,"1,758 ft. (536 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 050500Z 30004MPS 9999 SCT040 26/23 Q1010 NOSIG,,,,
398,2024-05-05 14:00:00,27.0°C (80.6°F),23.0°C (73.4°F),"7.8 kts (4 m/s, 8.9 mph) West-Northwest (290°)",4.3 mi. (7 km),"Scattered clouds 2,300 ft. (701 m)",29.83 in.Hg (1010 mB),79 %,"1,870 ft. (570 m)",No significant changes expected in the next two hours,Marginal Visual Meteorological Conditions,ZGSZ 050600Z 29004MPS 7000 SCT023 27/23 Q1010 NOSIG,29.7°C (85.5°F),,,
399,2024-05-05 15:00:00,27.0°C (80.6°F),23.0°C (73.4°F),"5.8 kts (3 m/s, 6.7 mph) West-Northwest (290°)",4.3 mi. (7 km),"Few clouds 2,000 ft. (610 m)",29.80 in.Hg (1009 mB),79 %,"1,904 ft. (580 m)",No significant changes expected in the next two hours,Marginal Visual Meteorological Conditions,ZGSZ 050700Z 29003MPS 7000 FEW020 27/23 Q1009 NOSIG,29.7°C (85.5°F),,,
400,2024-05-05 16:00:00,28.0°C (82.4°F),23.0°C (73.4°F),"3.9 kts (2 m/s, 4.5 mph) West-Northwest (300°)",6.2 mi. (10 km),"Few clouds 2,000 ft. (610 m)",29.80 in.Hg (1009 mB),74 %,"2,016 ft. (614 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 050800Z 30002MPS 9999 FEW020 28/23 Q1009 NOSIG,31.4°C (88.5°F),,,
401,2024-05-05 17:00:00,28.0°C (82.4°F),23.0°C (73.4°F),"3.9 kts (2 m/s, 4.5 mph) West-Northwest (290°)",6.2 mi. (10 km),"Few clouds 2,000 ft. (610 m)",29.77 in.Hg (1008 mB),74 %,"2,050 ft. (625 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 050900Z 29002MPS 9999 FEW020 28/23 Q1008 NOSIG,31.4°C (88.5°F),,,
402,2024-05-05 18:00:00,27.0°C (80.6°F),23.0°C (73.4°F),"3.9 kts (2 m/s, 4.5 mph) West (280°)",6.2 mi. (10 km),"Few clouds 2,000 ft. (610 m)",29.80 in.Hg (1009 mB),79 %,"1,904 ft. (580 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 051000Z 28002MPS 9999 FEW020 27/23 Q1009 NOSIG,29.7°C (85.5°F),,,
403,2024-05-05 19:00:00,26.0°C (78.8°F),23.0°C (73.4°F),"1.9 kts (1 m/s, 2.2 mph) West (280°)",6.2 mi. (10 km),"Scattered clouds 2,600 ft. (792 m)",29.83 in.Hg (1010 mB),84 %,"1,758 ft. (536 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 051100Z 28001MPS 9999 SCT026 26/23 Q1010 NOSIG,,,,
404,2024-05-05 20:00:00,26.0°C (78.8°F),23.0°C (73.4°F),"3.9 kts (2 m/s, 4.5 mph) South-Southwest (200°)",6.2 mi. (10 km),"Few clouds 2,600 ft. (792 m)",29.83 in.Hg (1010 mB),84 %,"1,758 ft. (536 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 051200Z 20002MPS 9999 FEW026 26/23 Q1010 NOSIG,,,,
405,2024-05-05 21:00:00,25.0°C (77.0°F),23.0°C (73.4°F),"5.8 kts (3 m/s, 6.7 mph) South (170°)",6.2 mi. (10 km),"Few clouds 2,600 ft. (792 m)",29.83 in.Hg (1010 mB),89 %,"1,645 ft. (501 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 051300Z 17003MPS 9999 FEW026 25/23 Q1010 NOSIG,,,,
406,2024-05-05 22:00:00,24.0°C (75.2°F),23.0°C (73.4°F),"3.9 kts (2 m/s, 4.5 mph) South (180°)",3.7 mi. (6 km),"Few clouds 2,600 ft. (792 m)",29.85 in.Hg (1011 mB),94 %,"1,497 ft. (456 m)",No significant changes expected in the next two hours,Marginal Visual Meteorological Conditions,ZGSZ 051400Z 18002MPS 6000 FEW026 24/23 Q1011 NOSIG,,,,
407,2024-05-05 23:00:00,24.0°C (75.2°F),23.0°C (73.4°F),"1.9 kts (1 m/s, 2.2 mph) Vrb",3.7 mi. (6 km),"Few clouds 2,600 ft. (792 m)",29.88 in.Hg (1012 mB),94 %,"1,463 ft. (446 m)",No significant changes expected in the next two hours,Marginal Visual Meteorological Conditions,ZGSZ 051500Z VRB01MPS 6000 FEW026 24/23 Q1012 NOSIG,,,,Winds variable
408,2024-05-06 00:00:00,24.0°C (75.2°F),24.0°C (75.2°F),"3.9 kts (2 m/s, 4.5 mph) South (170°)",3.7 mi. (6 km),"Scattered clouds 4,600 ft. (1,402 m)",29.85 in.Hg (1011 mB),100 %,"1,520 ft. (463 m)",No significant changes expected in the next two hours,Marginal Visual Meteorological Conditions,ZGSZ 051600Z 17002MPS 6000 SCT046 24/24 Q1011 NOSIG,,,,
409,2024-05-06 01:00:00,24.0°C (75.2°F),23.0°C (73.4°F),"1.9 kts (1 m/s, 2.2 mph) South-Southeast (160°)",5 mi. (8 km),,29.85 in.Hg (1011 mB),94 %,"1,497 ft. (456 m)",No significant changes expected in the next two hours,Marginal Visual Meteorological Conditions,ZGSZ 051700Z 16001MPS 8000 NSC 24/23 Q1011 NOSIG,,,,
410,2024-05-06 02:00:00,24.0°C (75.2°F),24.0°C (75.2°F),Calm,5 mi. (8 km),,29.85 in.Hg (1011 mB),100 %,"1,520 ft. (463 m)",No significant changes expected in the next two hours,Marginal Visual Meteorological Conditions,ZGSZ 051800Z 00000MPS 8000 NSC 24/24 Q1011 NOSIG,,,,
411,2024-05-06 03:00:00,24.0°C (75.2°F),24.0°C (75.2°F),"1.9 kts (1 m/s, 2.2 mph) Vrb",5 mi. (8 km),"Ceiling: Broken clouds 2,700 ft. (823 m)",29.85 in.Hg (1011 mB),100 %,"1,520 ft. (463 m)",No significant changes expected in the next two hours,Marginal Visual Meteorological Conditions,ZGSZ 051900Z VRB01MPS 8000 BKN027 24/24 Q1011 NOSIG,,,,Winds variable
412,2024-05-06 04:00:00,24.0°C (75.2°F),24.0°C (75.2°F),"3.9 kts (2 m/s, 4.5 mph) Southwest (230°)",3.1 mi. (5 km),"Ceiling: Broken clouds 3,300 ft. (1,006 m)",29.85 in.Hg (1011 mB),100 %,"1,520 ft. (463 m)",No significant changes expected in the next two hours,Marginal Visual Meteorological Conditions,ZGSZ 052000Z 23002MPS 5000 BR BKN033 24/24 Q1011 NOSIG,,Mist,,
413,2024-05-06 05:00:00,24.0°C (75.2°F),24.0°C (75.2°F),"1.9 kts (1 m/s, 2.2 mph) South (180°)",3.1 mi. (5 km),"Ceiling: Broken clouds 3,300 ft. (1,006 m)",29.85 in.Hg (1011 mB),100 %,"1,520 ft. (463 m)",No significant changes expected in the next two hours,Marginal Visual Meteorological Conditions,ZGSZ 052100Z 18001MPS 5000 BR BKN033 24/24 Q1011 NOSIG,,Mist,,
414,2024-05-06 06:00:00,24.0°C (75.2°F),24.0°C (75.2°F),"1.9 kts (1 m/s, 2.2 mph) West-Southwest (250°)",1.9 mi. (3 km),"Ceiling: Broken clouds 3,300 ft. (1,006 m)",29.85 in.Hg (1011 mB),100 %,"1,520 ft. (463 m)",No significant changes expected in the next two hours,Instrument Meteorological Conditions,ZGSZ 052200Z 25001MPS 3000 BR BKN033 24/24 Q1011 NOSIG,,Mist,,
415,2024-05-06 07:00:00,25.0°C (77.0°F),24.0°C (75.2°F),"1.9 kts (1 m/s, 2.2 mph) West (260°)",3.1 mi. (5 km),"Ceiling: Broken clouds 3,300 ft. (1,006 m)",29.88 in.Hg (1012 mB),94 %,"1,599 ft. (487 m)",No significant changes expected in the next two hours,Marginal Visual Meteorological Conditions,ZGSZ 052300Z 26001MPS 5000 BR BKN033 25/24 Q1012 NOSIG,,Mist,,
416,2024-05-06 08:00:00,25.0°C (77.0°F),24.0°C (75.2°F),"3.9 kts (2 m/s, 4.5 mph) West (280°)",3.1 mi. (5 km),"Ceiling: Broken clouds 3,300 ft. (1,006 m)",29.91 in.Hg (1013 mB),94 %,"1,566 ft. (477 m)",No significant changes expected in the next two hours,Marginal Visual Meteorological Conditions,ZGSZ 060000Z 28002MPS 5000 BR BKN033 25/24 Q1013 NOSIG,,Mist,,
417,2024-05-06 09:00:00,26.0°C (78.8°F),24.0°C (75.2°F),"3.9 kts (2 m/s, 4.5 mph) West (280°)",3.7 mi. (6 km),,29.91 in.Hg (1013 mB),89 %,"1,679 ft. (512 m)",No significant changes expected in the next two hours,Marginal Visual Meteorological Conditions,ZGSZ 060100Z 28002MPS 6000 NSC 26/24 Q1013 NOSIG,,,,
418,2024-05-06 10:00:00,27.0°C (80.6°F),24.0°C (75.2°F),"3.9 kts (2 m/s, 4.5 mph) Southwest (220°)",3.7 mi. (6 km),"Ceiling: Broken clouds 5,000 ft. (1,524 m)",29.91 in.Hg (1013 mB),84 %,"1,791 ft. (546 m)",No significant changes expected in the next two hours,Marginal Visual Meteorological Conditions,ZGSZ 060200Z 22002MPS 6000 BKN050 27/24 Q1013 NOSIG,30.1°C (86.2°F),,,
419,2024-05-06 11:00:00,28.0°C (82.4°F),24.0°C (75.2°F),"3.9 kts (2 m/s, 4.5 mph) South-Southwest (210°)",3.7 mi. (6 km),,29.91 in.Hg (1013 mB),79 %,"1,904 ft. (580 m)",No significant changes expected in the next two hours,Marginal Visual Meteorological Conditions,ZGSZ 060300Z 21002MPS 6000 NSC 28/24 Q1013 NOSIG,32.0°C (89.6°F),,,
420,2024-05-06 12:00:00,28.0°C (82.4°F),25.0°C (77.0°F),"3.9 kts (2 m/s, 4.5 mph) Vrb",6.2 mi. (10 km),"Few clouds 2,000 ft. (610 m)",29.91 in.Hg (1013 mB),84 %,"1,927 ft. (587 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 060400Z 23002MPS 200V260 9999 FEW020 28/25 Q1013 NOSIG,32.7°C (90.9°F),,,Winds variable from South-Southwest (200°) to West (260°)
421,2024-05-06 13:00:00,29.0°C (84.2°F),25.0°C (77.0°F),"5.8 kts (3 m/s, 6.7 mph) South-Southwest (210°)",,Sky clear,29.88 in.Hg (1012 mB),79 %,"2,072 ft. (632 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 060500Z 21003MPS CAVOK 29/25 Q1012 NOSIG,34.6°C (94.3°F),,,
422,2024-05-06 14:00:00,29.0°C (84.2°F),25.0°C (77.0°F),"5.8 kts (3 m/s, 6.7 mph) Southwest (220°)",,Sky clear,29.85 in.Hg (1011 mB),79 %,"2,106 ft. (642 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 060600Z 22003MPS CAVOK 29/25 Q1011 NOSIG,34.6°C (94.3°F),,,
423,2024-05-06 15:00:00,30.0°C (86.0°F),24.0°C (75.2°F),"5.8 kts (3 m/s, 6.7 mph) South-Southwest (200°)",,Sky clear,29.83 in.Hg (1010 mB),70 %,"2,227 ft. (679 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 060700Z 20003MPS CAVOK 30/24 Q1010 NOSIG,35.2°C (95.4°F),,,
424,2024-05-06 16:00:00,29.0°C (84.2°F),24.0°C (75.2°F),"5.8 kts (3 m/s, 6.7 mph) South-Southwest (200°)",,Sky clear,29.83 in.Hg (1010 mB),75 %,"2,116 ft. (645 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 060800Z 20003MPS CAVOK 29/24 Q1010 NOSIG,33.7°C (92.7°F),,,
425,2024-05-06 17:00:00,28.0°C (82.4°F),24.0°C (75.2°F),"5.8 kts (3 m/s, 6.7 mph) South-Southwest (200°)",,Sky clear,29.80 in.Hg (1009 mB),79 %,"2,038 ft. (621 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 060900Z 20003MPS CAVOK 28/24 Q1009 NOSIG,32.0°C (89.6°F),,,
426,2024-05-06 18:00:00,27.0°C (80.6°F),25.0°C (77.0°F),"5.8 kts (3 m/s, 6.7 mph) South-Southwest (200°)",,Sky clear,29.83 in.Hg (1010 mB),89 %,"1,916 ft. (584 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 061000Z 20003MPS CAVOK 27/25 Q1010 NOSIG,30.6°C (87.0°F),,,
427,2024-05-06 19:00:00,27.0°C (80.6°F),25.0°C (77.0°F),"5.8 kts (3 m/s, 6.7 mph) South (180°)",,Sky clear,29.85 in.Hg (1011 mB),89 %,"1,882 ft. (574 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 061100Z 18003MPS CAVOK 27/25 Q1011 NOSIG,30.6°C (87.0°F),,,
428,2024-05-06 20:00:00,26.0°C (78.8°F),25.0°C (77.0°F),"7.8 kts (4 m/s, 8.9 mph) South (190°)",6.2 mi. (10 km),"Few clouds 1,600 ft. (488 m) Few clouds with cumulonimbus 2,000 ft. (610 m) Ceiling: Broken clouds 4,000 ft. (1,219 m)",29.88 in.Hg (1012 mB),94 %,"1,736 ft. (529 m)",,Visual Meteorological Conditions,ZGSZ 061200Z 19004MPS 9999 FEW016 FEW020CB BKN040 26/25 Q1012 BECMG AT1310 TSRA,,,,
429,2024-05-06 21:00:00,27.0°C (80.6°F),25.0°C (77.0°F),"5.8 kts (3 m/s, 6.7 mph) Southwest (220°)",6.2 mi. (10 km),"Few clouds 1,600 ft. (488 m) Few clouds with cumulonimbus 2,000 ft. (610 m) Ceiling: Broken clouds 4,000 ft. (1,219 m)",29.91 in.Hg (1013 mB),89 %,"1,815 ft. (553 m)",,Visual Meteorological Conditions,ZGSZ 061300Z 22003MPS 9999 FEW016 FEW020CB BKN040 27/25 Q1013 BECMG AT1400 -TSRA,30.6°C (87.0°F),,,
430,2024-05-06 22:00:00,25.0°C (77.0°F),23.0°C (73.4°F),"9.7 kts (5 m/s, 11.2 mph) Northwest (310°)",6.2 mi. (10 km),"Few clouds 1,600 ft. (488 m) Few clouds with cumulonimbus 2,000 ft. (610 m) Ceiling: Broken clouds 3,000 ft. (914 m)",29.94 in.Hg (1014 mB),89 %,"1,510 ft. (460 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 061400Z 31005MPS 9999 FEW016 FEW020CB BKN030 25/23 Q1014 RETS NOSIG,,RETS,,
431,2024-05-06 23:00:00,25.0°C (77.0°F),22.0°C (71.6°F),"5.8 kts (3 m/s, 6.7 mph) North (360°)",,Sky clear,29.94 in.Hg (1014 mB),83 %,"1,488 ft. (454 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 061500Z 36003MPS CAVOK 25/22 Q1014 NOSIG,,,,
432,2024-05-07 00:00:00,26.0°C (78.8°F),22.0°C (71.6°F),"7.8 kts (4 m/s, 8.9 mph) Northeast (40°)",,Sky clear,29.88 in.Hg (1012 mB),79 %,"1,669 ft. (509 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 061600Z 04004MPS CAVOK 26/22 Q1012 NOSIG,,,,
433,2024-05-07 01:00:00,26.0°C (78.8°F),22.0°C (71.6°F),"3.9 kts (2 m/s, 4.5 mph) East-Northeast (70°)",,Sky clear,29.88 in.Hg (1012 mB),79 %,"1,669 ft. (509 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 061700Z 07002MPS CAVOK 26/22 Q1012 NOSIG,,,,
434,2024-05-07 02:00:00,25.0°C (77.0°F),23.0°C (73.4°F),"1.9 kts (1 m/s, 2.2 mph) Vrb",,Sky clear,29.85 in.Hg (1011 mB),89 %,"1,611 ft. (491 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 061800Z VRB01MPS CAVOK 25/23 Q1011 NOSIG,,,,Winds variable
435,2024-05-07 03:00:00,24.0°C (75.2°F),23.0°C (73.4°F),"5.8 kts (3 m/s, 6.7 mph) Northwest (320°)",,Sky clear,29.88 in.Hg (1012 mB),94 %,"1,463 ft. (446 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 061900Z 32003MPS CAVOK 24/23 Q1012 NOSIG,,,,
436,2024-05-07 04:00:00,24.0°C (75.2°F),23.0°C (73.4°F),"5.8 kts (3 m/s, 6.7 mph) Northwest (310°)",4.3 mi. (7 km),,29.88 in.Hg (1012 mB),94 %,"1,463 ft. (446 m)",No significant changes expected in the next two hours,Marginal Visual Meteorological Conditions,ZGSZ 062000Z 31003MPS 7000 NSC 24/23 Q1012 NOSIG,,,,
437,2024-05-07 05:00:00,24.0°C (75.2°F),23.0°C (73.4°F),"5.8 kts (3 m/s, 6.7 mph) Northwest (310°)",3.7 mi. (6 km),,29.88 in.Hg (1012 mB),94 %,"1,463 ft. (446 m)",No significant changes expected in the next two hours,Marginal Visual Meteorological Conditions,ZGSZ 062100Z 31003MPS 6000 NSC 24/23 Q1012 NOSIG,,,,
438,2024-05-07 06:00:00,24.0°C (75.2°F),23.0°C (73.4°F),"7.8 kts (4 m/s, 8.9 mph) Northwest (320°)",2.5 mi. (4 km),,29.91 in.Hg (1013 mB),94 %,"1,430 ft. (436 m)",No significant changes expected in the next two hours,Instrument Meteorological Conditions,ZGSZ 062200Z 32004MPS 4000 BR NSC 24/23 Q1013 NOSIG,,Mist,,
439,2024-05-07 07:00:00,25.0°C (77.0°F),23.0°C (73.4°F),"5.8 kts (3 m/s, 6.7 mph) Northwest (310°)",2.5 mi. (4 km),,29.94 in.Hg (1014 mB),89 %,"1,510 ft. (460 m)",No significant changes expected in the next two hours,Instrument Meteorological Conditions,ZGSZ 062300Z 31003MPS 4000 BR NSC 25/23 Q1014 NOSIG,,Mist,,
440,2024-05-07 08:00:00,25.0°C (77.0°F),23.0°C (73.4°F),"5.8 kts (3 m/s, 6.7 mph) West-Northwest (290°)",3.1 mi. (5 km),,29.94 in.Hg (1014 mB),89 %,"1,510 ft. (460 m)",No significant changes expected in the next two hours,Marginal Visual Meteorological Conditions,ZGSZ 070000Z 29003MPS 5000 BR NSC 25/23 Q1014 NOSIG,,Mist,,
441,2024-05-07 09:00:00,26.0°C (78.8°F),23.0°C (73.4°F),"5.8 kts (3 m/s, 6.7 mph) West-Northwest (300°)",2.8 mi. (4.5 km),,29.94 in.Hg (1014 mB),84 %,"1,623 ft. (495 m)",No significant changes expected in the next two hours,Instrument Meteorological Conditions,ZGSZ 070100Z 30003MPS 4500 BR NSC 26/23 Q1014 NOSIG,,Mist,,
442,2024-05-07 10:00:00,27.0°C (80.6°F),24.0°C (75.2°F),"5.8 kts (3 m/s, 6.7 mph) West (280°)",2.8 mi. (4.5 km),,29.94 in.Hg (1014 mB),84 %,"1,758 ft. (536 m)",,Instrument Meteorological Conditions,ZGSZ 070200Z 28003MPS 4500 BR NSC 27/24 Q1014 BECMG AT0320 20005MPS,30.1°C (86.2°F),Mist,,
443,2024-05-07 11:00:00,27.0°C (80.6°F),24.0°C (75.2°F),"7.8 kts (4 m/s, 8.9 mph) West-Northwest (290°)",2.5 mi. (4 km),"Ceiling: Broken clouds 5,000 ft. (1,524 m)",29.97 in.Hg (1015 mB),84 %,"1,724 ft. (525 m)",,Instrument Meteorological Conditions,ZGSZ 070300Z 29004MPS 4000 BR BKN050 27/24 Q1015 BECMG AT0440 21005MPS,30.1°C (86.2°F),Mist,,
444,2024-05-07 12:00:00,28.0°C (82.4°F),24.0°C (75.2°F),"5.8 kts (3 m/s, 6.7 mph) West-Northwest (290°)",2.8 mi. (4.5 km),,29.94 in.Hg (1014 mB),79 %,"1,870 ft. (570 m)",,Instrument Meteorological Conditions,ZGSZ 070400Z 29003MPS 4500 BR NSC 28/24 Q1014 BECMG AT0520 20005MPS,32.0°C (89.6°F),Mist,,
445,2024-05-07 13:00:00,30.0°C (86.0°F),23.0°C (73.4°F),"5.8 kts (3 m/s, 6.7 mph) West (260°)",4.3 mi. (7 km),,29.91 in.Hg (1013 mB),66 %,"2,104 ft. (641 m)",,Marginal Visual Meteorological Conditions,ZGSZ 070500Z 26003MPS 7000 NSC 30/23 Q1013 BECMG AT0620 20005MPS,34.2°C (93.6°F),,,
446,2024-05-07 14:00:00,30.0°C (86.0°F),23.0°C (73.4°F),"3.9 kts (2 m/s, 4.5 mph) West-Southwest (250°)",4.3 mi. (7 km),,29.91 in.Hg (1013 mB),66 %,"2,104 ft. (641 m)",No significant changes expected in the next two hours,Marginal Visual Meteorological Conditions,ZGSZ 070600Z 25002MPS 7000 NSC 30/23 Q1013 NOSIG,34.2°C (93.6°F),,,
447,2024-05-07 15:00:00,31.0°C (87.8°F),23.0°C (73.4°F),"3.9 kts (2 m/s, 4.5 mph) South-Southwest (210°)",5.6 mi. (9 km),,29.88 in.Hg (1012 mB),63 %,"2,249 ft. (685 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 070700Z 21002MPS 9000 NSC 31/23 Q1012 NOSIG,35.5°C (95.9°F),,,
448,2024-05-07 16:00:00,31.0°C (87.8°F),23.0°C (73.4°F),"3.9 kts (2 m/s, 4.5 mph) Vrb",6.2 mi. (10 km),"Few clouds 2,600 ft. (792 m)",29.85 in.Hg (1011 mB),63 %,"2,282 ft. (696 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 070800Z 22002MPS 190V260 9999 FEW026 31/23 Q1011 NOSIG,35.5°C (95.9°F),,,Winds variable from South (190°) to West (260°)
449,2024-05-07 17:00:00,30.0°C (86.0°F),23.0°C (73.4°F),"3.9 kts (2 m/s, 4.5 mph) South-Southwest (200°)",,Sky clear,29.85 in.Hg (1011 mB),66 %,"2,172 ft. (662 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 070900Z 20002MPS CAVOK 30/23 Q1011 NOSIG,34.2°C (93.6°F),,,
450,2024-05-07 18:00:00,29.0°C (84.2°F),25.0°C (77.0°F),"9.7 kts (5 m/s, 11.2 mph) South (190°)",6.2 mi. (10 km),"Ceiling: Broken clouds 5,000 ft. (1,524 m)",29.88 in.Hg (1012 mB),79 %,"2,072 ft. (632 m)",,Visual Meteorological Conditions,ZGSZ 071000Z 19005MPS 9999 BKN050 29/25 Q1012 BECMG AT1120 11004MPS,34.6°C (94.3°F),,,
451,2024-05-07 19:00:00,28.0°C (82.4°F),24.0°C (75.2°F),"13.6 kts (7 m/s, 15.7 mph) East-Southeast (110°)",6.2 mi. (10 km),"Few clouds with towering cumulus 2,600 ft. (792 m) Scattered clouds 4,600 ft. (1,402 m)",29.88 in.Hg (1012 mB),79 %,"1,937 ft. (590 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 071100Z 11007MPS 9999 FEW026TCU SCT046 28/24 Q1012 NOSIG,32.0°C (89.6°F),,,
