flightDate,flightNo,regNo,status,destAirportName,ptd,atd,depDelayTime,depTerminal,gate,eta
2024-05-03,KN2680,B1750,到达,温州龙湾,16:15,17:43,延误88,T3,520,19:05
2024-05-03,DZ6253,B224C,到达,哈尔滨太平,17:30,17:45,延误15,T3,44,21:35
2024-05-03,ZH9937,B1710,到达,杭州萧山,17:35,17:46,延误11,T3,569A,19:25
2024-05-03,ZH9073,B1477,到达,台北桃园,17:00,17:48,延误48,T3,5,19:05
2024-05-03,CZ2166,B6248,到达,台州路桥,16:20,17:51,延误91,T3,30,19:16
2024-05-03,CZ3189,B8426,到达,北京大兴,17:30,17:57,延误27,T3,20,20:30
2024-05-03,CZ8435,B1063,到达,迪拜国际,16:50,17:59,延误69,T3,11,22:40
2024-05-03,ZH9419,B207D,到达,成都天府,17:50,18:03,延误13,T3,59,20:07
2024-05-03,GJ8630,B8453,到达,徐州观音,17:40,18:06,延误26,T3,45,20:01
2024-05-03,3U6796,B6173,到达,成都天府,16:40,18:08,延误88,T3,54,20:09
2024-05-03,NH966,JA835A,到达,东京羽田,17:00,18:09,延误69,,9,22:35
2024-05-03,ZH9231,B8693,到达,银川河东,17:05,18:11,延误66,T3,521,20:57
2024-05-03,Y87533,B1313,到达,南京禄口,18:00,18:13,延误13,T3,52,20:00
2024-05-03,CZ8675,B30EZ,到达,济宁大安,18:00,18:14,延误14,T3,28,20:33
2024-05-03,BK3116,B206E,到达,扬州泰州,18:00,18:16,延误16,T3,40,20:18
2024-05-03,ZH9109,B8865,到达,北京首都,16:40,18:20,延误100,T3,504,20:51
2024-05-03,LT6660,B32CK,到达,赤峰玉龙,18:10,18:23,延误13,T3,61B,21:31
2024-05-03,ZH9883,B32DT,到达,杭州萧山,18:05,18:24,延误19,T3,566B,20:01
2024-05-03,3U3258,B6321,到达,西安咸阳,18:00,18:26,延误26,T3,56,20:37
2024-05-03,ZH8015,B1936,到达,河内内排国际,16:35,18:27,延误112,T3,2,19:00
2024-05-03,CZ6389,B6379,到达,郑州新郑,18:10,18:29,延误19,T3,530,20:30
2024-05-03,ZH9847,B224Y,到达,南京禄口,18:10,18:30,延误20,T3,507A,20:18
2024-05-03,CA2816,B5227,到达,天津滨海,18:05,18:35,延误30,T3,58,21:13
2024-05-03,HU7475,B207V,到达,成都天府,18:00,18:36,延误36,T3,24,20:26
2024-05-03,ZH8967,B1939,到达,宁波栎社,18:15,18:39,延误24,T3,73,20:20
2024-05-03,CZ5919,B303H,到达,重庆江北,18:20,18:40,延误20,T3,47,20:33
2024-05-03,CZ6358,B6826,到达,长春龙嘉,18:20,18:42,延误22,T3,62A,22:27
2024-05-03,3U8784,B6836,到达,重庆江北,17:30,18:43,延误73,T3,510B,20:36
2024-05-03,ZH9007,B6569,到达,曼谷素万那普国际,16:25,18:44,延误139,T3,8,20:11
2024-05-03,ZH8429,B6833,到达,芜湖宣州,17:35,18:46,延误71,T3,34,20:31
2024-05-03,MU6702,B6372,到达,北京大兴,18:30,18:48,延误18,T3,27,21:28
2024-05-03,CA1734,B6117,到达,杭州萧山,17:50,18:49,延误59,T3,503,20:22
2024-05-03,ZH9521,B6351,到达,景德镇罗家,18:10,18:52,延误42,T3,507B,20:12
2024-05-03,CI528,B18308,到达,台北桃园,18:05,18:53,延误48,T3,10,20:09
2024-05-03,CZ3669,B30FX,到达,南京禄口,18:55,18:55,0,T3,63,20:42
2024-05-03,CZ3575,B6629,到达,上海虹桥,18:50,18:57,延误7,T3,25,20:53
2024-05-03,CZ3744,B8992,到达,哈尔滨太平,18:55,19:00,延误5,T3,541,22:53
2024-05-03,MU5244,B8651,到达,宁波栎社,18:55,19:02,延误7,T3,31,20:37
2024-05-03,GJ8298,B307G,到达,菏泽牡丹,18:35,19:04,延误29,T3,568B,21:07
2024-05-03,HU7874,B1728,到达,西安咸阳,19:00,19:05,延误5,T3,508,21:20
2024-05-03,FX5230,N862FD,到达,大阪关西国际,18:45,19:07,延误22,,待定,23:24
2024-05-03,TV6040,B32C0,到达,西安咸阳,19:00,19:09,延误9,T3,542,21:24
2024-05-03,CZ6310,B8671,到达,沈阳桃仙,19:10,19:11,延误1,T3,547A,22:25
2024-05-03,MF8372,B1706,到达,上海虹桥,19:05,19:12,延误7,T3,39,21:05
2024-05-03,ZH9325,B6615,到达,三亚凤凰,16:10,19:14,延误184,T3,528B,20:37
2024-05-03,ZH9215,B1146,到达,西安咸阳,19:10,19:15,延误5,T3,61A,21:31
2024-05-03,CZ3157,B30EX,到达,北京大兴,19:05,19:17,延误12,T3,528A,21:51
2024-05-03,ZH9919,B5671,到达,台州路桥,19:05,19:19,延误14,T3,32,20:52
2024-05-03,FU6652,B1562,到达,昆明长水,18:05,19:21,延误76,T3,42,21:23
2024-05-03,ZH9425,B302E,到达,重庆江北,18:55,19:22,延误27,T3,38,21:13
2024-05-03,ZH9939,B1016,到达,临沂启阳,19:20,19:24,延误4,T3,43,21:34
2024-05-03,MU2888,B8387,到达,南京禄口,19:15,19:26,延误11,T3,549B,21:27
2024-05-03,HU7710,B2722,到达,北京首都,19:10,19:28,延误18,T3,523,21:51
2024-05-03,CZ3071,B5928,到达,悉尼金斯福德,18:55,19:30,延误35,T3,3,06:26
2024-05-03,CA1304,B6093,到达,北京首都,19:20,19:32,延误12,T3,21,22:02
2024-05-03,CZ6923,B6339,到达,昆明长水,18:40,19:34,延误54,T3,529B,21:54
2024-05-03,RY6656,B5511,到达,沈阳桃仙,19:20,19:36,延误16,T3,41,22:55
2024-05-03,9C8776,B321H,到达,上海虹桥,19:20,19:37,延误17,T3,565,21:27
2024-05-03,ZH9607,B9980,到达,扬州泰州,18:00,19:40,延误100,T3,71,21:39
2024-05-03,ZH9117,B1973,到达,北京首都,19:25,19:42,延误17,T3,76,22:19
2024-05-03,HO1886,B20DT,到达,上海虹桥,18:05,19:44,延误99,T3,546,21:30
2024-05-03,CZ3191,B6912,到达,北京大兴,19:30,19:46,延误16,T3,46,22:16
2024-05-03,ZH9907,B1937,到达,济南遥墙,19:35,19:49,延误14,T3,44,22:04
2024-05-03,TV9902,B1047,到达,成都双流,19:30,19:50,延误20,T3,526,21:54
2024-05-03,CZ3433,B6343,到达,成都天府,19:40,19:52,延误12,T3,561,21:57
2024-05-03,ZH9517,B6589,到达,上海浦东,19:50,19:54,延误4,T3,28,21:46
2024-05-03,MU5352,B8979,到达,上海浦东,19:55,19:58,延误3,T3,29,21:50
2024-05-03,MU6160,B32CW,到达,西安咸阳,20:00,20:00,0,T3,567,22:12
2024-05-03,CA2812,B7893,到达,天津滨海,20:00,20:02,延误2,T3,45,22:35
2024-05-03,ZH9427,B1475,到达,重庆江北,20:05,20:03,提前2,T3,66,22:03
2024-05-03,CZ8353,B32DG,到达,苏加诺哈达,19:15,20:05,延误50,T3,5,23:21
2024-05-03,CA1358,B329K,到达,北京首都,20:00,20:07,延误7,T3,20,22:37
2024-05-03,9C6727,B8817,到达,南阳姜营,20:10,20:09,提前1,T3,36,21:55
2024-05-03,MU5758,B7589,到达,昆明长水,19:30,20:16,延误46,T3,548,22:19
2024-05-03,DZ6207,B7300,到达,上海浦东,20:05,20:18,延误13,T3,566A,22:09
2024-05-03,ZH9815,B206Z,到达,无锡硕放,20:15,20:20,延误5,T3,33,22:07
2024-05-03,ZH9217,B6780,到达,西安咸阳,20:15,20:21,延误6,T3,505B,22:27
2024-05-03,HU7712,B208S,到达,北京首都,20:10,20:23,延误13,T3,24,22:51
2024-05-03,ZH9519,B30CV,到达,上海浦东,20:25,20:25,0,T3,510A,22:23
2024-05-03,ZH9897,B206Y,到达,合肥新桥,20:25,20:29,延误4,T3,27,22:10
2024-05-03,CZ5079,B30ED,到达,吉隆坡国际,20:20,20:36,延误16,T3,1,00:25
2024-05-03,HU7714,B7667,到达,北京首都,20:30,20:38,延误8,T3,37,23:05
2024-05-03,SC4686,B5628,到达,青岛胶东,20:40,20:43,延误3,T3,44,23:29
2024-05-03,CZ6547,B30E6,到达,杭州萧山,20:00,20:49,延误49,T3,30,22:28
2024-05-03,ZH9631,B6359,到达,扬州泰州,20:50,20:51,延误1,T3,65,22:50
2024-05-03,CZ2868,B6191,到达,重庆江北,20:50,20:59,延误9,T3,41,22:49
2024-05-03,AK123,9MRAR,到达,吉隆坡国际,20:55,21:01,延误6,,9,00:52
2024-05-03,ZH9305,B1759,到达,郑州新郑,21:00,21:04,延误4,T3,566B,23:02
2024-05-03,ZH9113,B1036,到达,北京首都,20:35,21:05,延误30,T3,504,23:38
2024-05-03,CZ6304,B8368,到达,沈阳桃仙,20:55,21:10,延误15,T3,40,00:34
2024-05-03,CZ3356,B5469,到达,武汉天河,21:00,21:13,延误13,T3,530,22:34
2024-05-03,CZ3641,B8360,到达,重庆江北,20:55,21:15,延误20,T3,64,23:08
2024-05-03,KN5852,B1989,到达,北京大兴,21:05,21:21,延误16,T3,51,23:54
2024-05-03,MF8318,B5706,到达,上海虹桥,21:10,21:22,延误12,T3,549B,23:12
2024-05-03,CZ8737,B1626,到达,宁波栎社,21:15,21:24,延误9,T3,26,22:58
2024-05-03,CZ8587,B1880,到达,盐城南洋,21:10,21:27,延误17,T3,547A,23:19
2024-05-03,CZ3577,B6657,到达,南京禄口,21:15,21:30,延误15,T3,35,23:21
2024-05-03,CA4324,B6556,到达,成都双流,21:30,21:34,延误4,T3,509,23:45
2024-05-03,ZH9115,B6297,到达,北京首都,21:35,21:38,延误3,T3,50B,00:11
2024-05-03,ZH8269,B5615,到达,宜昌三峡,21:10,21:40,延误30,T3,525,23:13
2024-05-03,CA4314,B32AS,到达,成都双流,19:25,21:41,延误136,T3,23,23:49
2024-05-03,EU2214,B32ER,到达,兴义万峰林,21:35,21:45,延误10,T3,42,23:28
2024-05-03,DZ6209,B204N,到达,长治王村,21:35,21:49,延误14,T3,31,23:54
2024-05-03,ZH9951,B5690,到达,绵阳南郊,21:40,21:51,延误11,T3,49,00:08
2024-05-03,MU6372,B304C,到达,成都天府,21:00,21:54,延误54,T3,528B,23:54
2024-05-03,9C8950,B32E2,到达,上海虹桥,21:45,21:57,延误12,T3,54,23:46
2024-05-03,HU7024,B7172,到达,海口美兰,21:30,21:58,延误28,T3,529A,22:58
2024-05-03,MU6422,B8567,到达,杭州萧山,21:30,22:00,延误30,T3,565,23:37
2024-05-03,MU6870,B6367,到达,北京大兴,21:50,22:00,延误10,T3,43,00:33
2024-05-03,CZ6549,B6353,到达,南充高坪,22:00,22:06,延误6,T3,39,00:13
2024-05-03,MU2938,B2291,到达,无锡硕放,22:05,22:07,延误2,T3,33,00:04
2024-05-03,HU7733,B5428,到达,郑州新郑,21:15,22:09,延误54,T3,53,00:09
2024-05-03,DZ6225,B1575,到达,义乌,22:00,22:10,延误10,T3,507B,23:53
2024-05-03,CZ3919,B1845,到达,南阳姜营,22:00,22:12,延误12,T3,77,23:54
2024-05-03,3U8706,B304U,到达,成都双流,19:20,22:15,延误175,T3,22,00:12
2024-05-03,ZH9307,B7750,到达,郑州新郑,21:20,22:17,延误57,T3,545A,00:12
2024-05-03,CZ8577,B8341,到达,武汉天河,22:05,22:19,延误14,T3,47,23:45
2024-05-03,ZH9933,B5380,到达,常州奔牛,22:25,22:21,提前4,T3,545B,00:14
2024-05-03,MF8380,B5658,到达,天津滨海,22:10,22:23,延误13,T3,46,00:59
2024-05-03,HO1888,B20EC,到达,上海虹桥,20:50,22:25,延误95,T3,546,00:04
2024-05-03,8L9980,B1004,到达,昆明长水,22:10,22:29,延误19,T3,20,00:36
2024-05-03,CZ3955,B30EC,到达,海口美兰,22:25,22:35,延误10,T3,569A,23:34
2024-05-03,ZH8955,B8636,到达,温州龙湾,21:35,22:39,延误64,T3,69,00:01
2024-05-03,ZH9435,B6563,到达,成都天府,22:30,22:40,延误10,T3,45,00:39
2024-05-03,GY7238,B326E,到达,百色巴马,20:15,22:45,延误150,T3,55,00:06
2024-05-03,MU5360,B1255,到达,上海虹桥,21:30,22:49,延误79,T3,568B,00:33
2024-05-03,ZH9219,B6691,到达,西安咸阳,22:40,22:50,延误10,T3,510B,01:03
2024-05-03,ZH9397,B1478,到达,南宁吴圩,22:45,22:51,延误6,T3,57,23:58
2024-05-03,ZH9339,B1377,到达,襄阳刘集,22:50,22:53,延误3,T3,56,00:30
2024-05-03,CZ3365,B6378,到达,杭州萧山,22:50,22:55,延误5,T3,548,00:33
2024-05-03,3U8786,B321D,到达,重庆江北,22:05,23:03,延误58,T3,44,00:56
2024-05-03,ZH9315,B1685,到达,海口美兰,22:55,23:08,延误13,T3,25,00:09
2024-05-03,NS3656,B5456,到达,石家庄正定,22:50,23:09,延误19,T3,528A,01:26
2024-05-03,HU7357,B7835,到达,重庆江北,22:20,23:11,延误51,T3,523,01:06
2024-05-03,ZH9431,B5377,到达,重庆江北,23:00,23:16,延误16,T3,58,01:09
2024-05-03,HU7022,B5089,到达,海口美兰,23:05,23:20,延误15,T3,529B,00:18
2024-05-03,CZ5845,B32GH,到达,太原武宿,23:00,23:24,延误24,T3,41,01:36
2024-05-03,ZH8023,B1935,到达,吉隆坡国际,23:00,23:26,延误26,T3,7,03:29
2024-05-03,CA4346,B5398,到达,重庆江北,22:20,23:27,延误67,T3,52,01:16
2024-05-03,ZH9923,B5616,到达,南通兴东,23:25,23:31,延误6,T3,568A,01:23
2024-05-03,CZ6758,B6575,到达,三亚凤凰,23:20,23:32,延误12,T3,527,00:43
2024-05-03,MU2558,B7301,到达,武汉天河,23:20,23:33,延误13,T3,50A,00:56
2024-05-03,HU7750,B1503,到达,三亚凤凰,23:10,23:37,延误27,T3,62B,00:54
2024-05-03,ZH9011,B1477,到达,马尼拉尼诺伊阿基诺,23:10,23:41,延误31,T3,5,01:31
2024-05-03,MU6612,B6715,到达,重庆江北,23:00,23:44,延误44,T3,561,01:30
2024-05-03,DZ6259,B1415,到达,海口美兰,23:25,23:48,延误23,T3,51,00:54
2024-05-03,SC1190,B5349,到达,济南遥墙,23:40,23:50,延误10,T3,29,01:58
2024-05-03,ZH8017,B1936,到达,胡志明市新山一国际,23:40,23:51,延误11,T3,1,01:05
2024-05-03,ZH9853,B1476,到达,南京禄口,23:40,23:53,延误13,T3,28,01:30
2024-05-03,FD597,HSBBG,到达,曼谷廊曼,23:30,23:56,延误26,,9,01:19
2024-05-03,5Y752,,起飞,东京成田,02:30,03:40,延误70,,待定,08:30
2024-05-03,I23839,A7BFS,起飞,多哈哈马德国际,04:00,04:31,延误31,,待定,07:46
2024-05-03,FM9334,,取消,上海虹桥,17:30,,0,T3,,
2024-05-03,CA4312,,取消,成都双流,18:30,,0,T3,,
2024-05-03,MU5358,,取消,上海虹桥,20:30,,0,T3,,
2024-05-03,MU6670,,取消,北京大兴,21:40,,0,T3,,
2024-05-03,HU7716,,取消,北京首都,22:10,,0,T3,,
2024-05-03,MF8350,,取消,北京大兴,23:15,,0,T3,,
2024-05-03,ZH9851,,取消,南京禄口,23:55,,0,T3,,
2024-05-03,FM9334,,取消,上海虹桥,17:30,,0,T3,,
2024-05-03,CA4312,,取消,成都双流,18:30,,0,T3,,
2024-05-03,MU5358,,取消,上海虹桥,20:30,,0,T3,,
2024-05-03,MU6670,,取消,北京大兴,21:40,,0,T3,,
2024-05-03,HU7716,,取消,北京首都,22:10,,0,T3,,
2024-05-03,MF8350,,取消,北京大兴,23:15,,0,T3,,
2024-05-03,ZH9851,,取消,南京禄口,23:55,,0,T3,,
2024-05-03,ZH9972,B6648,备降本场,广州白云,18:02,18:02,,,,
2024-05-04,CA1358,B2447,到达,北京首都,23:30,00:00,延误30,T3,504,02:14
2024-05-04,CA4312,B5956,到达,成都双流,23:25,00:02,延误37,T3,38,02:10
2024-05-04,CZ3356,B5739,到达,武汉天河,19:10,00:04,延误294,T3,47,01:18
2024-05-04,ZH9217,B9910,到达,西安咸阳,19:20,00:06,延误286,T3,25,02:12
2024-05-04,FD597,HSBBX,到达,曼谷廊曼,23:30,00:10,延误40,,9,01:36
2024-05-04,ZH9877,B6358,到达,杭州萧山,14:10,00:13,延误603,T3,570,01:43
2024-05-04,CZ8047,B8426,到达,新加坡樟宜,15:30,00:15,延误525,T3,1,03:47
2024-05-04,CZ6328,B6379,到达,大连周水子,22:20,00:17,延误117,T3,30,03:06
2024-05-04,CZ8353,B32DG,到达,苏加诺哈达,18:55,00:22,延误327,T3,8,03:45
2024-05-04,ZH9005,B8079,到达,曼谷素万那普国际,00:10,00:27,延误17,T3,8,01:53
2024-05-04,CA771,B2036,到达,法兰克福,00:05,00:31,延误26,T3,10,05:54
2024-05-04,CA1304,B2039,到达,北京首都,20:00,00:33,延误273,T3,20,02:53
2024-05-04,CZ5079,B30ED,到达,吉隆坡国际,20:20,00:41,延误261,T3,7,04:15
2024-05-04,ZH9011,B1479,到达,马尼拉尼诺伊阿基诺,23:10,00:52,延误102,T3,4,02:41
2024-05-04,DZ6259,B7630,到达,海口美兰,23:59,00:58,延误59,T3,44,02:01
2024-05-04,ZH8017,B1759,到达,胡志明市新山一国际,23:40,01:08,延误88,T3,6,02:20
2024-05-04,MU5758,B6143,到达,昆明长水,17:50,01:17,延误447,T3,42,03:28
2024-05-04,GJ8787,B328X,到达,徐州观音,12:20,01:26,延误786,T3,46,03:07
2024-05-04,HU7750,B5620,到达,三亚凤凰,23:55,01:28,延误93,T3,56,02:45
2024-05-04,3U8706,B304V,到达,成都双流,19:20,01:30,延误370,T3,24,03:32
2024-05-04,HU7716,B2750,到达,北京首都,23:40,01:35,延误115,T3,29,03:54
2024-05-04,HU7557,B6060,到达,重庆江北,23:55,01:41,延误106,T3,27,03:44
2024-05-04,DZ6209,B1590,到达,长治王村,22:35,01:47,延误192,T3,45,03:49
2024-05-04,SC7630,B5628,到达,烟台蓬莱,23:55,01:51,延误116,T3,529B,04:29
2024-05-04,CX922,BLAO,到达,香港国际,16:40,01:54,延误554,,待定,02:19
2024-05-04,CZ6274,B303H,到达,哈尔滨太平,14:35,01:56,延误681,T3,507A,05:42
2024-05-04,ZH9425,B1017,到达,重庆江北,17:05,02:00,延误535,T3,21,04:00
2024-05-04,HU7876,B1388,到达,西安咸阳,23:20,02:17,延误177,T3,33,04:39
2024-05-04,CA4324,B5933,到达,成都双流,22:50,02:27,延误217,T3,523,04:39
2024-05-04,ZH9087,B1685,到达,河内内排国际,23:55,02:30,延误155,T3,7,03:01
2024-05-04,SC1188,B1511,到达,济南遥墙,23:59,02:32,延误153,T3,35,04:34
2024-05-04,8L9980,B1014,到达,昆明长水,23:55,02:33,延误158,T3,526,04:39
2024-05-04,CZ6358,B6945,到达,长春龙嘉,16:05,02:36,延误631,T3,61B,06:14
2024-05-04,CA1734,B6117,到达,杭州萧山,22:25,02:41,延误256,T3,524,04:10
2024-05-04,CZ3744,B308U,到达,哈尔滨太平,17:00,02:46,延误586,T3,541,06:24
2024-05-04,CZ6610,B2280,到达,长春龙嘉,16:55,02:49,延误594,T3,26,06:29
2024-05-04,GS6450,B302X,到达,重庆江北,22:25,03:00,延误275,T3,48,05:02
2024-05-04,BR682,B16786,到达,台北桃园,03:00,03:13,延误13,,待定,04:21
2024-05-04,HU7973,B1135,到达,米兰马尔彭萨,03:20,03:40,延误20,T3,11,09:41
2024-05-04,DR5002,B222A,到达,无锡硕放,21:00,03:42,延误402,T3,47,05:29
2024-05-04,5X127,N337UP,到达,大阪关西国际,03:30,03:45,延误15,,待定,07:56
2024-05-04,5X167,N320UP,到达,新加坡樟宜,03:15,04:01,延误46,,待定,07:36
2024-05-04,5X196,N324UP,到达,首尔仁川国际,03:35,04:04,延误29,,待定,07:52
2024-05-04,9C8776,B321H,到达,上海虹桥,20:15,04:06,延误471,T3,60,06:02
2024-05-04,5X138,N306UP,到达,安吉利斯克拉克国际,03:20,04:17,延误57,,待定,05:55
2024-05-04,AK129,9MAGF,到达,吉隆坡国际,03:20,04:24,延误64,,4,08:30
2024-05-04,QR8001,A7BFY,到达,多哈哈马德国际,04:05,04:31,延误26,,待定,07:49
2024-05-04,HU7931,B1342,到达,奥克兰国际,02:45,04:45,延误120,T3,3,18:44
2024-05-04,VJ5461,VNA642,到达,芽庄卡姆拉恩,04:05,04:51,延误46,,7,05:52
2024-05-04,MU6422,B8570,到达,杭州萧山,19:30,04:55,延误565,T3,55,06:27
2024-05-04,FD599,HSBBP,到达,曼谷廊曼,04:00,05:01,延误61,,2,06:30
2024-05-04,9C8882,B322P,到达,上海虹桥,14:15,05:04,延误889,T3,29,06:45
2024-05-04,5X151,N371UP,到达,悉尼金斯福德,04:30,05:07,延误37,,待定,16:02
2024-05-04,SC4684,B7085,到达,上饶三清山,23:55,05:08,延误313,T3,35,06:19
2024-05-04,FM9334,B5831,到达,上海虹桥,17:30,05:12,延误702,T3,507B,06:52
2024-05-04,KR930,XU878,到达,金边国际,04:30,05:17,延误47,,5,06:33
2024-05-04,SV993,HZAK73,到达,利雅得,04:30,05:21,延误51,,待定,09:16
2024-05-04,3S587,DAALP,到达,莱比锡,05:00,05:38,延误38,,待定,11:46
2024-05-04,SQ861,9VMBL,到达,新加坡樟宜,03:35,05:42,延误127,,1,09:08
2024-05-04,GJ8683,B8335,到达,恩施许家坪,05:45,06:01,延误16,T3,501,07:31
2024-05-04,DZ6245,B1771,到达,西双版纳嘎洒,06:10,06:11,延误1,T3,42,08:38
2024-05-04,9C8671,B32D6,到达,淮安涟水,06:15,06:20,延误5,T3,34,08:13
2024-05-04,Y87565,B1313,到达,上海浦东,06:20,06:23,延误3,T3,61B,08:10
2024-05-04,Y87525,B1992,到达,济南遥墙,06:10,06:25,延误15,T3,24,08:43
2024-05-04,9C6481,B328J,到达,东营胜利,06:20,06:29,延误9,T3,33,08:54
2024-05-04,9C7194,B6612,到达,南京禄口,06:15,06:31,延误16,T3,30,08:15
2024-05-04,HO1690,B8537,到达,南京禄口,23:55,06:31,延误396,T3,44,08:08
2024-05-04,DZ6261,B1159,到达,海口美兰,06:25,06:58,延误33,T3,541,07:55
2024-05-04,TK6237,TCJOU,到达,比什凯克玛纳斯,05:30,07:04,延误94,,待定,11:20
2024-05-04,DZ6241,B7300,到达,连云港花果山,06:40,07:10,延误30,T3,32,09:04
2024-05-04,DZ6265,B5313,到达,昆明长水,06:25,07:11,延误46,T3,508,09:12
2024-05-04,PN6230,B321T,到达,重庆江北,23:15,07:13,延误478,T3,47,09:18
2024-05-04,CZ6443,B6355,到达,海口美兰,06:55,07:19,延误24,T3,56,08:17
2024-05-04,PN6312,B321R,到达,郑州新郑,23:15,07:21,延误486,T3,29,09:20
2024-05-04,ZH9025,B1710,到达,新加坡樟宜,07:10,07:23,延误13,T3,10,11:09
2024-05-04,9C8613,B8435,到达,重庆江北,06:30,07:25,延误55,T3,55,09:06
2024-05-04,Y87527,B1391,到达,呼和浩特白塔,06:35,07:28,延误53,T3,49,10:11
2024-05-04,HU7737,B1131,到达,南阳姜营,06:40,07:30,延误50,T3,45,09:18
2024-05-04,HU7751,B6061,到达,徐州观音,06:25,07:33,延误68,T3,53,09:22
2024-05-04,PN6322,B8421,到达,合肥新桥,23:40,07:34,延误474,T3,45,09:06
2024-05-04,DZ6269,B7631,到达,宜昌三峡,06:35,07:36,延误61,T3,528A,09:14
2024-05-04,HU7743,B1542,到达,南京禄口,06:50,07:37,延误47,T3,36,09:21
2024-05-04,HU7851,B5798,到达,乌鲁木齐地窝堡,06:50,07:37,延误47,T3,502,12:33
2024-05-04,ZH8969,B6567,到达,丽江三义,07:10,07:39,延误29,T3,505A,10:03
2024-05-04,HO1945,B304G,到达,丽江三义,06:50,07:56,延误66,T3,527,10:20
2024-05-04,ZH9209,B32DS,到达,西安咸阳,07:05,07:59,延误54,T3,47,10:03
2024-05-04,ZH9931,B1377,到达,常州奔牛,07:35,07:59,延误24,T3,41,09:50
2024-05-04,CZ8611,B30FX,到达,西双版纳嘎洒,07:05,08:03,延误58,T3,72,10:25
2024-05-04,HU7870,B206F,到达,西安咸阳,07:35,08:04,延误29,T3,73,10:15
2024-05-04,HO1947,B6962,到达,哈尔滨太平,06:45,08:06,延误81,T3,520,11:51
2024-05-04,9C8956,B322P,到达,上海虹桥,07:15,08:09,延误54,T3,35,09:53
2024-05-04,3U3651,B8685,到达,西昌青山,06:55,08:16,延误81,T3,76,10:21
2024-05-04,ZH9297,B1939,到达,郑州新郑,06:45,08:20,延误95,T3,43,10:12
2024-05-04,ZH8429,B6569,到达,芜湖宣州,07:50,08:20,延误30,T3,72,10:04
2024-05-04,ZH9451,B1477,到达,昆明长水,07:55,08:25,延误30,T3,63,10:27
2024-05-04,ZH9637,B206Z,到达,长春龙嘉,07:00,08:28,延误88,T3,39,12:03
2024-05-04,CA4340,B325Y,到达,成都双流,07:10,08:31,延误81,T3,58,10:27
2024-05-04,CZ3625,B30E7,到达,上海虹桥,07:00,08:33,延误93,T3,50A,10:17
2024-05-04,ZH8013,B5778,到达,河内内排国际,08:15,08:35,延误20,T3,8,09:16
2024-05-04,ZH9911,B32DV,到达,青岛胶东,07:05,08:37,延误92,T3,529B,11:11
2024-05-04,ZH9945,B1016,到达,昭通昭阳,07:15,08:39,延误84,T3,63,10:26
2024-05-04,ZH9137,B8411,到达,石家庄正定,07:20,08:42,延误82,T3,66,10:54
2024-05-04,MU5332,B1607,到达,上海浦东,07:15,08:43,延误88,T3,548,10:33
2024-05-04,A67281,B321U,到达,六盘水月照,07:15,08:45,延误90,T3,46,10:20
2024-05-04,ZH9801,B32CG,到达,无锡硕放,07:20,08:46,延误86,T3,568A,10:39
2024-05-04,ZH9311,B1602,到达,海口美兰,07:35,08:48,延误73,T3,65,09:48
2024-05-04,ZH9873,B32DT,到达,杭州萧山,07:20,08:49,延误89,T3,549A,10:16
2024-05-04,ZH9235,B8667,到达,西宁曹家堡,07:20,08:51,延误91,T3,525,11:39
2024-05-04,HO1890,B20DT,到达,上海虹桥,07:30,08:53,延误83,T3,22,10:34
2024-05-04,ZH9101,B32CF,到达,北京首都,07:30,08:55,延误85,T3,526,11:19
2024-05-04,CZ6591,B6911,到达,宁波栎社,07:35,08:56,延误81,T3,77,10:33
2024-05-04,CA4368,B5496,到达,重庆江北,07:25,08:58,延误93,T3,69,10:36
2024-05-04,CZ5149,B9913,到达,大理凤仪,08:05,09:00,延误55,T3,61A,11:18
2024-05-04,CZ5383,B1616,到达,洛阳北郊,07:00,09:02,延误122,T3,510B,11:01
2024-05-04,Y87561,B1571,到达,临汾尧都,07:45,09:04,延误79,T3,569A,11:32
2024-05-04,HU7769,B1728,到达,温州龙湾,07:40,09:07,延误87,T3,76,10:35
2024-05-04,HU7731,B6103,到达,郑州新郑,07:25,09:09,延误104,T3,71,11:06
2024-05-04,KY8272,B7887,到达,昆明长水,08:25,09:09,延误44,T3,26,11:06
2024-05-04,ZH9501,B6589,到达,上海浦东,07:45,09:11,延误86,T3,52,11:02
2024-05-04,ZH9317,B206M,到达,郑州新郑,08:15,09:12,延误57,T3,69,11:12
2024-05-04,CZ3911,B30DG,到达,武汉天河,08:00,09:14,延误74,T3,542,10:37
2024-05-04,ZH9321,B6855,到达,三亚凤凰,07:40,09:16,延误96,T3,64,10:30
2024-05-04,ZH9957,B5615,到达,宜宾五粮液,07:40,09:19,延误99,T3,25,11:09
2024-05-04,ZH9523,B6722,到达,上海浦东,08:25,09:20,延误55,T3,65,11:14
2024-05-04,ZH9409,B8865,到达,成都双流,07:50,09:22,延误92,T3,523,11:29
2024-05-04,DZ6205,B224C,到达,成都天府,08:15,09:24,延误69,T3,37,11:27
2024-05-04,ZH9925,B224Y,到达,青岛胶东,08:10,09:26,延误76,T3,62A,12:00
2024-05-04,CZ3351,B6343,到达,常州奔牛,08:45,09:27,延误42,T3,38,11:18
2024-05-04,CZ3171,B303H,到达,北京大兴,07:30,09:30,延误120,T3,566B,11:52
